Date,F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
2001-12-31,10.45640731,17.17657975,16.97947464,17.34642853,15.27256498,33.12898408,42.39582443,353.7782823,13.94848329,22.74414656,1.407227617,89.64033413,22.28433445,38.59768724,26.04816682,6.190980021,17.88905241,17.22457301,20.2710516,16.03561833
2002-01-31,10.24461426,16.64628696,17.25809536,17.81170864,14.17125595,34.08155294,44.1859522,333.3140869,14.96937584,21.50431648,1.588432269,79.95449445,23.30208824,37.5592723,25.88246601,5.78856632,18.16829183,16.57441187,19.94999859,18.32642094
2002-02-28,9.963389556,18.37779214,18.84787242,17.10395862,15.35030445,34.36051954,45.68140874,318.1954099,15.1339454,18.47287098,1.394376224,72.80966981,22.97751913,39.89819346,27.53815886,5.717888004,18.32809968,16.74701589,20.1436879,20.23961873
2002-03-31,11.04141759,18.82142827,18.91343024,18.18524336,16.99837359,35.14278902,45.21197409,348.2218055,15.9406589,22.51479831,1.520962452,77.17290726,22.29313013,42.5515216,29.22512113,5.988188164,18.8267318,16.56998612,19.84239342,23.26373506
2002-04-30,10.7133221,18.19838044,18.99537751,18.61120402,18.05548638,35.41574272,41.19968797,304.4831216,16.50535836,22.38272456,1.559516633,62.15387223,20.39142627,41.837416,26.7846935,6.042248196,19.58141826,13.84796326,17.41451751,23.95265752
2002-05-31,11.89045984,17.41540362,18.77411988,19.62040311,18.07174965,35.47033346,39.9015954,304.8551966,17.00011357,22.92475636,1.497187374,59.80630314,19.4788702,40.32704978,26.78024658,5.746580399,19.90944772,15.28804443,18.66926584,26.22106072
2002-06-30,10.77888711,16.30924062,15.4880343,18.64397022,18.28173455,32.98572572,40.62577223,273.5789455,16.24094819,21.6302569,1.138633488,53.52459697,19.70405945,34.35194167,27.44421963,5.683707528,18.99062011,13.59828974,17.43188427,22.1420536
2002-07-31,9.14184363,15.01535147,14.52925122,16.21927111,16.3033897,29.38603864,36.3202232,236.795815,16.50049191,16.08988769,0.980561344,52.33516148,18.21218067,34.83836411,24.65419144,5.080127968,19.49097178,12.43742411,14.47066604,20.51903182
2002-08-31,7.988084597,14.65928274,12.84933216,15.57050026,16.64943682,27.06608822,39.49584255,248.819566,17.02703057,17.01815044,0.94779029,56.15880021,18.69629333,35.83175524,23.92707973,5.234808833,18.74652092,11.12443501,13.59365598,23.98372079
2002-09-30,6.651081483,12.50271548,12.40681689,11.57302334,15.71827964,25.38714611,36.41468754,225.2671796,15.71223974,12.24146503,0.931726048,43.44149164,16.40164548,35.68000964,21.53099699,4.796988457,18.52998455,9.038041382,12.03257806,23.15872794
2002-10-31,5.809838485,13.8410802,13.68519433,11.86791918,15.23322848,30.29967912,39.602082,282.0968088,16.46587915,13.62520526,1.032609489,58.81103328,17.95590203,38.76110514,22.71891407,4.420505236,19.61266639,11.69023035,16.75482494,20.8100238
2002-11-30,7.815125527,16.90746394,16.24194919,12.28961928,15.02470564,29.18662968,39.86091913,296.8315,15.16281927,16.52753814,0.995983017,64.87533214,17.8913202,37.74792779,23.64504025,4.280875046,18.5639155,12.98408281,18.58294672,19.70722723
2002-12-31,6.386701881,15.49116736,13.53207541,10.68200421,14.43214494,29.10831951,37.4095048,268.6599919,15.3793841,15.75927356,0.920802363,57.84443443,17.34657972,35.55666787,23.74016398,4.556991487,19.99765689,12.35082404,17.19410663,24.46990995
2003-01-31,6.322847295,15.01196742,14.51939422,9.459685324,13.31944764,27.9086872,35.40238229,264.0109497,15.54344836,15.53072073,0.922730072,58.36690029,17.31228187,35.49046666,23.20339438,4.473514423,18.64330834,11.23887822,17.14540818,24.40247651
2003-02-28,5.774543303,16.04280284,14.15433516,9.041173965,13.24043954,26.41948848,35.59494755,256.0245801,14.97913245,15.09154868,0.964497102,58.29289786,17.00435591,34.86126039,23.27324626,4.995288998,18.47646267,9.565002742,15.48819788,23.03694933
2003-03-31,5.219298755,16.79374255,14.12114798,9.605832148,13.40308097,27.68739272,38.60064651,264.5484938,14.86022424,15.77692324,0.908593539,58.65185348,17.76846848,38.4637014,23.90946375,5.185668137,18.22537228,9.224709375,15.83307678,22.07516825
2003-04-30,7.218179129,18.07651876,15.48182263,11.35959403,13.37659267,29.95775892,41.78336366,301.4086613,15.94030722,19.79429043,0.913734097,63.49027618,17.53467284,37.46006931,24.08048996,4.92606022,18.41487446,10.90851843,16.92924574,22.80960024
2003-05-31,7.358337947,17.92187174,16.30320551,12.44240914,15.08839921,30.59456895,39.03094393,316.616237,16.05375077,22.16151222,1.15341259,65.95997343,17.76853029,36.27881582,25.07692615,5.619949746,20.66130732,11.88916435,17.14210678,25.03822143
2003-06-30,7.701727051,19.12811852,16.38617347,14.65454061,15.43876219,30.91314846,39.88222215,330.3553131,16.75173994,23.05174947,1.224737826,61.80937991,19.56142197,34.50993151,24.73935215,5.755370222,20.80068343,11.93119203,17.86674009,27.43802512
2003-07-31,7.823559939,23.31446424,18.18657836,15.28562916,14.95973143,32.00379212,41.54676804,348.493981,16.79494879,23.87343066,1.354536903,60.87287416,19.10890298,34.57000683,24.51200639,5.622133947,19.08491541,11.06832342,16.00581512,30.51487082
2003-08-31,8.177247098,24.82107553,17.00843323,14.89368996,14.47737407,30.94093556,43.96927678,337.2146,16.81540018,23.30809692,1.452850065,61.56553941,17.21989703,33.25041188,26.15032728,6.147996327,19.26478335,10.64188972,16.152154,33.21979011
2003-09-30,7.618421388,23.78787192,16.73463894,15.63771015,14.36176865,31.95097675,41.50218198,354.0169883,17.27150198,23.38302067,1.331404394,66.31001215,17.48464144,33.21017338,25.38732038,6.282463081,19.86421881,10.54238853,14.83510407,33.07594487
2003-10-31,8.649480631,25.44817598,18.78394772,16.60759362,15.51177992,33.33833097,43.87488891,371.4348121,18.88798042,24.68978871,1.470842016,67.17332602,18.18678965,33.7533931,25.37344753,6.518330993,19.7228885,11.55820794,15.546603,37.04438133
2003-11-30,9.412460373,26.41012259,19.15730357,17.28564926,15.61845842,33.54747984,41.41134553,368.5354264,19.3820634,24.34591978,1.343613218,68.09080277,19.4100335,33.21487765,25.28639499,6.582746002,19.91227787,11.22081238,15.19495364,40.73358879
2003-12-31,11.40904288,28.8306164,19.53781222,16.746105,17.04595193,32.61261558,39.55214746,380.3680544,19.90946649,25.26061112,1.373171424,69.70019439,20.42765813,34.80487991,28.63928714,7.356402067,21.25129209,12.56557469,16.23139384,41.17307867
2004-01-31,10.43451436,27.25285139,20.09890669,17.35983659,16.53877188,33.06032201,40.14859831,390.8685322,19.40910971,26.99445044,1.449637217,74.62613606,21.17931269,35.99064431,28.49259811,7.220789941,21.65645506,12.43256845,17.23459355,35.28637024
2004-02-29,9.867577199,26.42267365,22.21766644,19.08637823,16.78060608,36.30619366,44.40576631,397.0301623,19.54162658,28.47293282,1.537026694,72.69039453,21.28530516,36.48042364,29.6373584,7.870464755,22.11147958,11.70611641,17.92191999,36.80251529
2004-03-31,9.738401643,27.58073671,21.13768586,19.26847442,16.98247059,37.78567531,44.60183867,408.4054793,19.30992115,29.11846737,1.737508437,69.18016408,20.35606946,34.32177865,29.22973052,7.541222206,22.07643762,11.96451881,17.08497147,39.54114031
2004-04-30,11.09409679,27.23261146,19.47982815,18.36473778,17.07362898,38.23475298,42.59180439,383.042754,19.23836507,26.31270047,1.656544656,66.41566929,20.7684178,36.56162658,29.90442495,7.516585008,20.62970509,12.291485,17.82664255,31.71431798
2004-05-31,10.72573811,26.39878134,19.85200029,17.80496061,17.33697544,37.44886707,41.7416529,369.8206502,20.19494252,25.78084802,1.803050545,66.86798322,20.62220174,37.89553429,30.58904281,7.52371024,19.93833341,11.69912427,16.33400369,33.73674174
2004-06-30,11.30355565,27.83170789,21.56060875,17.53518848,17.12617027,37.96598493,39.51712914,370.3782088,19.65572382,27.13147333,2.090921766,66.53586997,20.0036524,37.888732,31.40946569,8.539208023,20.19226022,11.97062294,17.09449374,32.92964265
2004-07-31,10.70183514,25.88280055,19.53057889,18.54683397,14.88022639,35.23198305,39.70437861,354.3546411,19.71754507,26.35645072,2.078070372,65.72068291,18.64984629,37.59623371,32.74618918,8.500844773,20.80676311,12.67258178,18.39883527,34.38242101
2004-08-31,10.25834876,25.60456661,18.9892376,18.22310741,15.16860287,35.23198305,39.54388869,374.3669581,20.34688693,27.94503936,2.216222855,64.06208596,19.16616918,39.72408155,32.79980186,8.242358172,21.72915491,12.89762763,18.73778631,37.7127667
2004-09-30,10.21472715,28.3340768,19.07382217,18.90428204,13.66698817,34.43936267,39.94180517,354.5957533,20.65165732,28.05094527,2.489957542,64.85633782,17.95178381,38.51389869,34.38643002,9.380880765,21.64676949,12.97764393,18.79984777,38.74605668
2004-10-31,9.545144268,28.51675406,21.33223039,19.65964401,13.87514954,35.0977102,40.48237095,359.827842,20.68282702,27.48617058,3.367065166,67.88962351,16.98379547,39.91552291,35.0196583,8.660498206,22.37279102,12.77797618,18.83942858,40.43954784
2004-11-30,10.38757834,32.41505878,22.73633437,21.11182145,13.49891723,35.33131739,39.08590935,362.9095319,21.56309448,26.80969747,4.30842976,71.42342191,16.39048538,41.43462577,36.66364882,9.030879949,22.86472176,12.73244895,19.8657197,40.37676126
2004-12-31,10.72455196,34.52531274,23.72199347,22.01837982,14.29903112,37.11876425,39.75372221,390.7258379,21.69574748,27.77812213,4.138148792,74.71265844,15.87108937,43.5640578,36.67080271,8.611850783,22.81257872,13.03596382,19.51880439,37.86973532
2005-01-31,9.719968886,31.68737583,24.43024004,22.24501942,14.24752164,38.1853954,39.43761916,397.7812858,21.39902366,26.81713154,4.941360903,70.80195325,14.2597813,44.44330715,36.91403472,8.868305792,22.87515037,12.1733118,17.31514599,35.46503698
2005-02-28,9.336188793,33.80342393,23.84145675,22.7189022,14.69737108,38.29916939,38.84304436,390.4598262,20.892479,26.25679501,5.765135243,70.2995004,15.63464921,45.25436022,45.51046105,10.91157348,22.57946137,12.32701523,17.50002251,38.37284597
2005-03-31,8.361977789,32.51956953,24.51557095,21.38653611,14.40365065,37.87270219,37.82431559,367.7130048,21.04025336,24.85595369,5.355175782,69.38829495,15.62275522,46.33053098,42.84352359,10.81476611,22.27840188,12.13744766,17.27135944,36.10962723
2005-04-30,6.797093628,31.45713302,22.52736071,20.12971655,15.01546879,39.73669903,35.58248328,387.9015037,21.08951148,25.75200159,4.634212592,57.99822684,16.15798475,47.34461497,40.99607635,10.7340933,22.85939387,12.35827662,17.61596321,32.45165789
2005-05-31,7.446212339,33.62215546,23.41480219,21.24917878,15.42680414,40.17948756,35.76280857,389.1405417,21.42303924,25.94066094,5.109624201,57.52042917,16.7061299,46.51679131,40.60393048,11.24665155,24.33808424,12.14018938,17.40929549,31.9124227
2005-06-30,7.640201839,34.05087278,21.48632359,19.05832939,14.52400281,38.69595755,36.49729775,381.8715186,21.83795326,25.6286474,4.730598045,56.49259887,16.51451837,45.06097519,41.52149261,12.37850677,25.04934884,12.33231385,17.0008807,33.4463442
2005-07-31,8.087869915,38.70126701,21.87884578,21.40713971,15.22324222,39.12647071,37.3680839,362.9257063,21.75284269,25.7453084,5.481119441,63.54275339,15.86782947,44.33999958,42.44627964,13.53587512,25.75526559,12.86921033,17.04160624,32.17807391
2005-08-31,7.50801332,39.83552785,21.49485668,22.28622662,15.3067335,39.35607772,34.15234964,365.1783486,21.32238239,24.82949635,6.026018536,61.52776906,15.366914,44.17297283,43.48666505,14.99495038,25.3910278,12.67446154,16.28486532,33.91766086
2005-09-30,7.425176663,42.17583819,20.59034901,23.00048473,15.12130835,40.88146335,33.28638704,379.7788081,20.9468624,24.85880233,6.889632197,61.22249608,15.05933448,44.09631993,46.12926039,16.07218052,26.27871242,12.61656325,16.2749082,40.52112293
2005-10-31,6.343586458,37.92834509,20.7951432,21.70245797,14.97776271,42.58996393,35.93744799,381.9480192,21.52981247,27.10112017,7.401117669,62.48937894,13.11133086,43.63640256,40.75695118,14.02730858,24.62783553,12.72700663,15.88971184,36.59529016
2005-11-30,6.198720902,41.67141622,21.27299631,23.71646032,15.04346409,42.67647029,36.88696839,408.9798188,22.6735676,28.30742344,8.715815251,68.01011136,12.8965336,43.25716541,42.3420265,13.90269175,24.96240859,13.29265137,16.12672119,39.70285231
2005-12-31,5.886116281,41.66420414,20.67427988,23.6253779,14.20477951,42.77695128,35.65774932,408.811341,22.66635247,29.37311468,9.238866978,62.88448992,14.18618696,42.10130593,40.9848635,14.29662871,25.39544115,13.06852798,15.1887693,45.96991139
2006-01-31,6.617277094,49.16645875,21.83003854,24.52919574,14.58183518,41.40125379,35.13202609,392.3847571,22.49679675,29.66996564,9.704087432,62.19597361,15.62183882,40.30797244,45.78601005,18.02496062,25.76817803,14.03231409,16.1716041,53.20113341
2006-02-28,6.146818,52.917302,24.14155586,24.45913234,14.78974439,42.79867282,34.5605878,394.8521661,23.35534203,30.70748142,8.80191959,61.5369976,16.07708753,40.61576138,43.5493143,16.63684588,25.46083119,14.91913471,17.21361523,45.5566987
2006-03-31,6.139105556,51.99769371,24.05530521,24.07378365,14.86215197,42.02479003,36.12602106,402.1752815,23.23529121,31.08068853,8.060394169,63.24721077,15.29748077,41.72186277,44.64226492,17.9494129,24.14532715,14.62172536,17.39749955,44.75789435
2006-04-30,5.437273136,55.01925849,24.11568067,24.22091679,14.89409832,42.35202926,34.43595953,429.6652159,24.98876082,34.14473042,9.046096071,63.14751224,15.54916484,41.29210363,46.27068799,18.7011344,23.93440246,14.35107364,17.0742635,50.33861465
2006-05-31,5.601564843,52.99253904,26.30644708,23.24002921,15.62886437,43.9664095,37.18384461,424.0739769,24.33118554,32.08310501,7.681278053,61.49802194,14.66322043,42.68957693,44.90275548,17.77949482,24.80931044,14.26894236,16.13344728,44.98215822
2006-06-30,5.421626307,54.10396583,25.87519385,23.54130182,15.38067484,43.87820505,36.96895345,415.0419754,24.59147094,31.60155746,7.359993209,59.1273848,14.54546845,42.47690883,45.22712278,19.73393629,25.00058403,15.27094407,17.31205221,45.74380728
2006-07-31,5.257334601,51.70389835,25.60781684,24.79543665,15.90981009,46.31913118,34.15234438,415.5580897,26.51978246,34.59754321,8.733807203,59.58150036,16.10723157,44.34129919,49.93782065,21.47279695,26.36762767,16.6181758,17.69706948,44.27461264
2006-08-31,6.597284949,48.40628835,25.57331659,25.15275999,16.02064248,47.70768197,34.45057746,428.7955307,25.67571324,34.62787863,8.71967067,62.56978174,17.23699411,46.10285886,50.1164387,19.87297112,26.32068312,17.24987705,18.40871982,44.29189729
2006-09-30,6.376587245,48.00503049,26.66007473,27.40880141,16.08517068,47.9134248,37.99424151,431.5759678,26.73229655,35.61377969,9.89300292,63.3193518,17.73734227,46.30250007,49.69429639,18.3021734,26.32068312,18.04227423,19.42910082,37.01705601
2006-10-31,6.526346401,44.4840877,27.13445328,29.37057656,16.8195876,46.57719383,37.96342704,435.8335121,26.81357219,36.23538426,10.41991006,71.34825179,16.66784808,48.05649068,52.89369074,20.56317012,27.5455634,19.17637695,19.57351746,39.19911404
2006-11-30,6.408115488,45.45129237,28.50583855,30.11400644,16.97124573,45.49793035,35.51367667,435.1255634,26.24033144,35.34935884,11.77958753,71.26157147,17.34822384,47.26173449,57.12950794,22.5629103,27.80349147,18.98601292,19.17815542,40.61918356
2006-12-31,5.919427714,44.9383808,29.82407641,31.80733632,17.48585536,46.14000971,35.70512835,488.7375254,26.47860914,36.89226517,10.90312247,75.31616262,16.3448162,47.34061161,56.99562809,22.11346898,27.71700197,20.01621828,20.44059839,39.1781056
2007-01-31,6.408115488,47.18118542,30.6073174,31.82168657,17.35176694,48.1242883,36.87261955,478.9978727,26.95516454,39.17624685,11.01749987,76.86667549,16.55938136,47.89992208,55.11387239,21.5970896,27.83808727,21.2900389,21.37580197,39.13471899
2007-02-28,6.234710149,47.44628963,29.80667105,31.34812822,16.91688556,46.58259973,37.3519868,446.3303893,26.03964948,37.99165191,10.87356426,72.26948894,15.92385273,45.38866704,53.54204365,21.78323428,28.34659743,20.82044729,20.75428332,39.13471899
2007-03-31,6.218946027,49.36093115,29.96331925,32.32394544,17.52093265,47.10918781,36.47510753,454.9255943,25.8370355,37.21474224,11.94022995,73.29591164,16.11524519,43.46291237,56.35808027,23.73056706,29.79368598,22.30843034,21.04284555,36.52184437
2007-04-30,6.33717694,53.71120847,30.44196652,34.64151134,19.05036406,48.98436473,37.22869336,475.1287567,26.93265187,40.35683096,12.82569098,79.47777561,16.88081504,46.31908783,59.29363037,24.38367991,29.91038667,22.1047679,21.41293683,36.26960968
2007-05-31,6.573638767,58.11934401,30.84228969,36.27026508,19.34237961,50.64460042,37.15252561,487.6707116,27.29520944,40.14768807,15.57473262,83.21241325,17.72518981,45.93222545,62.39848969,29.85965144,28.8125209,23.60049341,24.41344003,35.38243937
2007-06-30,7.424901341,57.91225039,29.7109416,36.42094274,19.22056858,48.33408722,37.55058838,459.03158,26.59940471,37.52952898,15.68384095,82.15859751,16.48719911,44.73437225,62.93116887,28.92148777,26.62885996,23.69183543,23.08985357,34.05618537
2007-07-31,6.707633801,58.5253811,28.71883634,34.34733114,19.14708142,48.90798463,35.86467545,416.788861,25.54057143,34.3528423,16.93299642,86.37386047,15.15893825,43.92128401,63.86898433,26.62551909,25.77900272,22.55114696,24.13606432,36.40158063
2007-08-31,6.15588954,56.27497621,29.240997,35.33749862,19.76069926,50.704209,34.22698207,424.3593008,27.88039067,34.7509325,17.79661009,91.41120514,16.20524046,45.15862747,64.58841443,26.11308773,27.45451499,22.96001607,23.7169961,36.84624664
2007-09-30,6.69186968,58.25057918,29.92850854,39.08291472,21.2451124,54.90362069,34.24267172,422.4583739,27.17842134,35.76567222,19.72303401,92.28074356,15.93776265,48.01621338,69.73409122,27.6297692,27.66965703,24.36514372,25.07613627,39.09122388
2007-10-31,6.991387993,55.67030909,30.1373728,42.87130982,22.83100996,55.24836087,35.4664648,379.2801771,25.949975,36.98335988,24.41122246,90.96468542,16.05519193,47.62886797,69.30465699,28.65219665,28.14177429,24.26842688,26.33791824,44.48341819
2007-11-30,5.919427714,53.6482405,28.84937651,43.05505727,23.08061177,57.84140656,37.57672338,305.6594837,24.99379381,35.89746548,23.41780972,82.69134391,15.69342605,49.8143266,67.44216833,27.20246621,29.31701162,22.18943745,24.70287491,43.42595383
2007-12-31,5.304626966,54.14070001,28.392466,43.37905634,22.80929379,57.16180436,37.45654609,270.2286847,23.26742631,34.34731189,25.45604077,84.98701537,15.01311339,49.04953623,70.8687388,29.61613763,29.55905094,24.13486052,24.97728778,42.76071799
2008-01-31,5.233688418,53.27449266,26.24631925,39.45424951,21.92843952,51.24981274,39.98622235,261.5086694,26.26544844,37.63421059,17.3956466,84.20868841,15.42922696,46.43159996,65.35445653,22.90554713,26.36413202,22.58035499,22.42618565,47.50704384
2008-02-29,5.146985749,54.28009655,28.50680988,40.11807833,21.72773855,52.38702387,39.07995204,220.1054509,22.75972014,32.27490845,16.06681249,89.8611161,14.92434823,45.8631448,66.09716985,25.99120349,25.08248142,20.43319731,20.97654038,44.80986974
2008-03-31,4.508538818,58.75278251,27.60085449,41.34883068,22.76870224,54.66539604,41.71112036,198.8468477,22.65849662,34.10104103,18.44175005,90.87132362,14.02004526,48.01714337,64.2512197,22.29493753,24.35251925,22.46889052,21.05162161,39.74675946
2008-04-30,6.51058228,61.72837239,28.52440125,44.17362977,22.02059308,51.88669793,45.90756945,234.5872942,23.16461424,38.14361215,22.35499945,95.25941255,13.47076494,49.66040001,70.70065047,22.28026981,25.51800506,22.94353684,22.58522595,38.79038048
2008-05-31,5.359801392,62.30132748,29.55349621,43.98086133,21.41836521,51.71255608,45.90653924,205.7119752,21.68974296,34.42130792,24.25700573,102.5607716,13.1767017,49.74874601,67.73021266,25.23864834,25.69109855,23.64885352,22.57935661,41.70338802
2008-06-30,3.791271279,55.65203285,27.44253219,41.95173496,19.57266182,48.45335216,44.68215284,157.5026361,18.68449021,27.46500174,21.51837372,93.92357453,11.89033981,47.95975904,67.24947771,25.47438586,24.31634485,19.9681673,20.77746878,45.86347012
2008-07-31,3.783389218,52.71676364,26.6948991,44.61569252,19.39192158,50.71638811,46.60618861,178.6470831,23.81387448,32.88742483,20.42729039,101.4117866,12.70707752,51.03830745,61.37382835,24.29569826,24.69580175,18.48279867,20.22219853,42.17047598
2008-08-31,3.515399149,53.63430224,28.45403578,46.57820935,19.60655062,52.17936084,47.15667189,181.5146125,24.08100471,31.15522967,21.78696785,96.83267538,13.22075776,52.83744963,61.3657915,22.25482397,25.80300461,19.19067606,20.8637959,39.65572282
2008-09-30,4.098671653,45.19446365,26.99395234,46.31547972,20.05127995,54.63881338,47.81129304,196.0434282,29.85662724,37.80070735,14.60689415,93.03827908,12.75723564,51.97470553,59.56339667,19.68714959,27.10261804,16.74909896,19.06375884,34.16340153
2008-10-31,1.726171331,29.25406098,22.78961568,43.48550633,16.70687206,43.70645083,44.55415369,132.0649316,27.08814702,33.64379782,13.82681455,73.95493165,12.25220408,46.01802017,56.84829978,14.3691009,27.32973495,16.31897128,17.9184967,23.21630537
2008-11-30,2.120274374,31.39067957,19.807879,44.48188234,17.92120186,43.46879078,44.61003598,80.20646759,23.22982179,25.82212458,11.9093866,65.29158068,11.58063011,44.29389225,61.80568028,13.05220427,25.83507798,17.41015389,19.71819741,29.65940303
2008-12-31,1.804991939,34.20887183,20.2635008,47.08643851,17.30942625,42.31914669,44.94772877,64.91983082,23.70422798,25.71609565,10.96866458,67.339944,12.4828338,45.23905041,61.55892023,13.64050072,24.90120291,17.37357794,20.47310543,35.99560209
2009-01-31,1.473945383,23.87724219,18.46845291,43.92917129,16.33440887,38.811224,37.77982483,34.43462539,15.19707968,21.05833582,11.5829612,73.33300698,10.27666385,43.62093963,58.975651,13.5756884,26.06534854,15.23447835,18.29940956,35.18194229
2009-02-28,1.576412174,19.04761525,14.97659358,39.93941442,15.61939612,37.19634329,39.47959623,14.54984171,9.918916252,18.86252346,11.47757977,74.02002877,8.867226989,38.12455003,52.62008632,11.70452901,23.50847802,14.70851138,17.47847856,36.81810602
2009-03-31,2.072982009,21.64044381,16.21794511,41.71280086,16.97883145,40.13221408,42.01252934,24.54073302,11.67317086,21.94161372,13.50938513,77.92894261,9.810855531,40.10702663,52.77507921,13.22355254,25.71584685,15.59337345,18.50157913,39.68837107
2009-04-30,4.713472401,27.89175436,19.55798447,40.73438075,16.63114207,38.79135534,40.64167905,29.58467815,16.40310035,27.2896499,16.17090877,83.01213919,9.623570477,39.92402879,51.66688005,14.93874136,25.60075733,16.10785908,18.85689975,35.68051948
2009-05-31,4.532185001,27.79768436,21.62988054,45.09140778,18.99156665,40.57656843,40.3279321,36.08360745,20.94244214,30.51479034,17.45347787,85.93073599,11.067627,42.43377922,54.06964575,16.16444138,24.84538545,15.58601978,18.18565875,43.3326786
